,id,pose,rmsd_value
0,CHEMBL2152808,3,1.727512693227797
1,CHEMBL5266788,1,1.5403042012076913
2,CHEMBL3353428,2,1.8779841086920834
3,CHEMBL4079140,3,2.3983647364591794
4,CHEMBL5273987,1,1.3050437412848148
