,id,smiles,value_type,value,units
12297,CHEMBL3894212,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(N2CCCC2)c(OCC2CC2)n1,EC50,1.4,nM
12299,CHEMBL3983354,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(C(F)(F)F)c(OCC2CC2)n1,EC50,2.4,nM
12300,CHEMBL4113921,CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC[C@@H](O)C(F)(F)F)n1)C(=O)NC,EC50,16.1,nM
12301,CHEMBL3898565,CSCC[C@H](NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(N)=O,EC50,2.8,nM
12307,CHEMBL191324,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C=C3C4CC5CC(C4)CC3C5)cc1OC2(C)C,Ki,8.9,nM
12310,CHEMBL516388,Cc1ccc(C(=O)N[C@@H]2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1S(=O)(=O)N1CCOCC1,Ki,3.9,nM
12312,CHEMBL4448088,CC1(C)C2CC[C@@H](CNC(=O)c3cc4c5cccnc5cc(-c5ccc(Cl)cc5Cl)n4n3)C1C2,Ki,67.0,nM
12313,CHEMBL468175,Fc1ccc(-c2noc(C3CCN(c4cnc5c(C(F)(F)F)cccc5c4)CC3)n2)c(Cl)c1,EC50,16.0,nM
12314,CHEMBL338484,CCCCCCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,Ki,0.52,nM
12324,CHEMBL2113156,COc1ccc(S(=O)(=O)c2cc(OC)ccc2C(=O)c2ccc([C@H](C)NS(C)(=O)=O)cc2)cc1,Ki,44.0,nM
12349,CHEMBL3912120,COC(=O)C(C)(C)NC(=O)c1cccc(-c2cccc(Cl)c2)n1,EC50,68.5,nM
12350,CHEMBL3955957,O=C(c1ccc(N2CCCC2)c(OCC2CC2)n1)N1CCSCC1,EC50,16.6,nM
12353,CHEMBL198304,C[C@H](NS(C)(=O)=O)c1ccc(Cc2ccc(Cl)cc2S(=O)(=O)c2ccc(Cl)cc2)cc1,Ki,6.7,nM
12354,CHEMBL381669,C[C@H](NS(C)(=O)=O)c1ccc(Cc2ccc(OC(F)(F)F)cc2S(=O)(=O)c2ccccc2F)cc1,Ki,0.4,nM
12356,CHEMBL3922265,CC1(C)COCN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,7.3,nM
12378,CHEMBL5202843,CCCCn1cc(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2ccccc21,EC50,5.888,nM
12383,CHEMBL252536,CCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,EC50,39.81,nM
12397,CHEMBL4292807,O=C(c1cn(CCN2CCOCC2)c2ccc(O)cc12)C1CCCCC1,EC50,18.6,nM
12407,CHEMBL3354527,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2c2ccc(Cl)cc2)no1,EC50,0.8,nM
12428,CHEMBL1765284,O=C(c1cn(CC(F)(F)F)cn1)N1CC[C@@](O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,26.0,nM
12434,CHEMBL3329945,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2C[C@@H](C)CC1,Ki,17.0,nM
12442,CHEMBL3650127,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ON=C1CCCC1,Ki,1.7,nM
12443,CHEMBL3650131,CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2O/N=C(\C)C(F)(F)F)cc(C(C)(C)C)n1C,Ki,12.0,nM
12449,CHEMBL3650101,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(Cl)ccc1ONC(C)(C)C,Ki,8.5,nM
12452,CHEMBL3979953,CN(C(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C(C)(C)C,EC50,7.2,nM
12469,CHEMBL594837,FC1(F)CCN(c2ccc(-c3cccc(Cl)c3Cl)nn2)CC1,EC50,15.85,nM
12476,CHEMBL3639489,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1O/N=C(\N)C(C)(C)C,Ki,65.0,nM
12502,CHEMBL4218835,C[C@H](/C=C\C/C=C\C/C=C\CCCC(=O)NC1CC1)/C=C\CCCCCN=C=S,Ki,22.1,nM
12505,CHEMBL1835129,CCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,EC50,1.585,nM
12506,CHEMBL1835123,CC(C)N1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,EC50,12.59,nM
12511,CHEMBL1765154,O=C(c1ccc(Cl)cc1)N1CC[C@](O)(c2ccccc2)[C@H]2CCCC[C@@H]21,IC50,24.0,nM
12512,CHEMBL1765155,O=C(c1ccc2ccccc2n1)N1CC[C@](O)(c2ccccc2)[C@H]2CCCC[C@@H]21,IC50,41.0,nM
12515,CHEMBL1765267,Cc1cccc(C(=O)N2CC[C@@](O)(c3ccccc3)[C@@H]3CCCC[C@@H]32)n1,IC50,6.1,nM
12516,CHEMBL1765280,O=C(c1ncccn1)N1CC[C@@](O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,29.0,nM
12529,CHEMBL253260,Cc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1S(=O)(=O)N1CCCCC1,EC50,2.0,nM
12536,CHEMBL77957,COc1cccc2c(C(=O)N[C@@H](C)Cc3ccccc3)cn(CCN3CCOCC3)c12,Ki,71.0,nM
12538,CHEMBL4467500,Cc1c(Br)cn(Cc2ccc(F)cc2)c(=O)c1NC(=O)C1CCCCCC1,EC50,3.8,nM
12540,CHEMBL231934,CCCc1ccc(/N=C2\SCC3(CCCCC3)CN2C(=S)SC)cc1,Ki,7.0,nM
12541,CHEMBL392842,CCc1ccc(/N=C2\SCC3(CCCCC3)CN2C(=S)SC)cc1,Ki,1.2,nM
12542,CHEMBL231933,COc1ccc(/N=C2\SCC3(CCCCC3)CN2C(=S)SC)cc1,Ki,3.8,nM
12544,CHEMBL4588694,CCCCCCC(C)(C)c1cc(OCCCO)c2c(c1)OC(C)(C)c1cnoc1-2,IC50,14.0,nM
12546,CHEMBL4557358,CCCCCCC(C)(C)c1cc(OCCO)c2c(c1)OC(C)(C)c1cn[nH]c1-2,EC50,95.1,nM
12550,CHEMBL475611,CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1ccccc1,Ki,11.0,nM
12563,CHEMBL4475022,CCCCOC(=O)C(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,EC50,5.7,nM
12590,CHEMBL5171161,CCCCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Ki,6.9,nM
12591,CHEMBL5184576,CCCCn1nc(C(=O)N[C@@H](Cc2ccccc2)C(N)=O)c2ccccc21,EC50,16.98,nM
12592,CHEMBL445936,C=CCn1c(C)c(C(C)(C)C)s/c1=N\S(=O)(=O)c1ccccc1,IC50,75.0,nM
12594,CHEMBL3900220,CC(C)(C)C(CO)NC(=O)c1nn(-c2c[n+]([O-])ccn2)c2c1C[C@@H]1C[C@H]21,EC50,5.4,nM
12603,CHEMBL474601,O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NC1CCCCC1,IC50,10.0,nM
12604,CHEMBL480541,O=C(Cn1nc(-c2ccc(Cl)cc2Cl)c(-c2ccc(Cl)cc2Cl)n1)NCc1ccc(Cl)cc1,IC50,10.0,nM
12614,CHEMBL3938540,O=S(=O)(NCC1CC1)c1ccc(NC2CCCCCCC2)cc1C(F)(F)F,IC50,91.0,nM
12616,CHEMBL4760082,CC1(C)Oc2cc(C34CC5CC(CC(CN=C=S)(C5)O3)C4)cc(O)c2[C@@H]2C[C@H](CO)CC[C@H]21,Ki,4.7,nM
12623,CHEMBL2387742,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,EC50,12.59,nM
12633,CHEMBL235733,CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)c2ccc(Cl)cc21,Ki,5.3,nM
12643,CHEMBL4127508,CC(C)c1cc(NCC2CC2)nnc1C(=O)NC1C2CC3CC(C2)CC1C3,EC50,47.68,nM
12656,CHEMBL123515,COc1ccc(/C=C2\C=C(CCN3CCOCC3)c3ccccc32)c2ccccc12,Ki,4.07,nM
12660,CHEMBL3936189,COCCOc1nc(C(=O)N[C@@H](CC(C)C)C(N)=O)ccc1N1CC(F)(F)C1,EC50,22.9,nM
12661,CHEMBL4110127,CNC(=O)[C@@H](NC(=O)c1cccc(-c2cccc(F)c2)n1)C(C)(C)C,EC50,12.8,nM
12666,CHEMBL3939087,CC(C)C[C@H](NC(=O)c1ccc(C2CCOC2)c(OCC2CC2)n1)C(N)=O,EC50,5.7,nM
12668,CHEMBL3915692,O=c1cc(NC2CCN(S(=O)(=O)C(F)(F)F)CC2)c2cc(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)cc(Br)c2[nH]1,EC50,50.0,nM
12672,CHEMBL3969306,COC(=O)[C@H](CC1CC1)NC(=O)c1cnc(C2CC2)c(OCC2CC2)n1,EC50,43.3,nM
12675,CHEMBL3959920,O=C(NC1(CO)CCCCC1)c1cc(OCC(F)(F)F)c(C2CC2)cn1,EC50,15.7,nM
12680,CHEMBL5266788,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCCCO)c1-c1ccccc1,Ki,0.075,nM
12683,CHEMBL5220222,CC(C)(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccccc1,EC50,39.6,nM
12686,CHEMBL381969,CCCCCOc1c(OC)ccc2cc(C(=O)NCCc3c[nH]c4ccccc34)c(O)nc12,IC50,25.12,nM
12692,CHEMBL4791449,CCCCCn1nc(C(=O)N[C@@H](C(=O)OC)C(C)C)cc1C(C)(C)C,EC50,7.4,nM
12701,CHEMBL4244624,O=S(=O)(CC1CCCCC1)N1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,Ki,91.0,nM
12705,CHEMBL1223330,FC(F)(F)c1ccccc1-n1nc(-c2nnc(C3(C(F)(F)F)CCC3)s2)c(Cn2cncn2)c1-c1ccc(Br)cc1,IC50,27.6,nM
12706,CHEMBL1223329,FC(F)(F)C1(c2nnc(-c3nn(-c4ccccc4Cl)c(-c4ccc(Br)cc4)c3Cn3cncn3)s2)CCC1,IC50,73.6,nM
12746,CHEMBL4442990,COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(NCc3ccc(F)cc3)cc2)cc1,IC50,70.0,nM
12751,CHEMBL4454301,CCCCCNc1ccc(C(=O)c2c(-c3ccc(OC)cc3)oc3ccccc23)cc1,Ki,70.0,nM
12773,CHEMBL1223646,CCCCCC1=NN(C(=O)NC2CCCCC2)CC1c1ccccc1,Ki,79.0,nM
12774,CHEMBL1223650,CCCCCC1=NN(C(=O)Nc2ccccc2C(F)(F)F)CC1c1ccccc1,Ki,15.0,nM
12776,CHEMBL1223775,CCCCC1=NN(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)C(C)(C)C1c1ccccc1,Ki,3.4,nM
12777,CHEMBL1835221,CCN1C(=O)CN(Cc2ccc(-c3cccc(CC4CCCCC4)n3)cc2)C1=O,EC50,19.95,nM
12780,CHEMBL1822933,CCCCOc1c(OC)c([N+](=O)[O-])cc2cc(C(=O)NCCc3ccc(F)cc3)c(=O)[nH]c12,Ki,1.4,nM
12810,CHEMBL1909843,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1Cl,Ki,98.5,nM
12811,CHEMBL1909851,CCc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,Ki,56.1,nM
12820,CHEMBL4112366,CC1(C)C[C@H](C(N)=O)N(C(=O)c2ccc(C3CC3)c(OCC3CC3)n2)C1,EC50,80.2,nM
12828,CHEMBL3986371,CC(C)CS(=O)(=O)c1nc(C(=O)N2CCCC2(C)C)ccc1C1CC1,EC50,34.5,nM
12831,CHEMBL3976344,O=C(c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)N1CC(F)(F)C(F)(F)C1,EC50,13.2,nM
12835,CHEMBL605932,CC(C)C1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,Ki,21.0,nM
12844,CHEMBL3922428,NC(=O)C1CS(=O)(=O)CN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,9.5,nM
12845,CHEMBL3967364,NC(=O)[C@@H]1CC(F)(F)CN1C(=O)c1ccc(C2(F)CCC2)c(OCC2CC2)n1,EC50,2.3,nM
12847,CHEMBL1909850,CCc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,Ki,15.8,nM
12851,CHEMBL514543,Fc1ccc(-c2noc(C3CCN(c4cnc5c(c4)CCCC5)CC3)n2)c(Cl)c1,EC50,19.0,nM
12857,CHEMBL3669063,COc1nc(NCCc2ccc(F)cc2)nc(-c2cccc(OC(C)C)c2)n1,IC50,39.0,nM
12858,CHEMBL3669075,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(N(C)C)nc2)n1,IC50,35.0,nM
12859,CHEMBL3669082,COc1nc(NCCc2ccc(F)cc2)nc(-c2cc3cc(C#N)ccc3[nH]2)n1,IC50,27.0,nM
12860,CHEMBL3669094,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(F)c3cccnc23)n1,IC50,1.0,nM
12861,CHEMBL3669059,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(Cl)c(O)c2)n1,IC50,21.0,nM
12867,CHEMBL3932847,O=C(c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)N1C[C@@H]2C[C@H]1CS2,EC50,9.1,nM
12870,CHEMBL3952053,CN(C(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1)C(C)(C)C,EC50,0.8,nM
12871,CHEMBL3906383,CN(C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C1(C(F)(F)F)CC1,EC50,8.0,nM
12872,CHEMBL3965037,CC1(C)COCCN1C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,5.2,nM
12874,CHEMBL3928596,CC(C)(c1ccc(-c2cc(Cl)cc(Cl)c2)c(O)c1)c1cccs1,Ki,37.18,nM
12875,CHEMBL5087924,CS/C(N)=N\C(=N\S(=O)(=O)N1CCCCC1)N1CC(c2ccccc2)C(c2ccc(Cl)cc2)=N1,Ki,100.0,nM
12900,CHEMBL4877815,C#CCCCn1cc(C(=O)c2ccc3c(c2)CC(C)(C)C3)c2ccccc21,Ki,24.0,nM
12903,CHEMBL2087106,C=CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,Ki,5.73,nM
12919,CHEMBL564407,CCCn1cc(C(=O)c2cccc3ccc(OC)cc23)c2ccccc21,Ki,70.96,nM
12920,CHEMBL564302,CCCCCn1cc(C(=O)c2ccc(CCC)c3ccccc23)c2ccccc21,Ki,1.099,nM
12933,CHEMBL1835121,CCN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C1=O,EC50,10.0,nM
12937,CHEMBL1822931,COc1ccc2cc(C(=O)NCC(F)c3ccccc3)c(=O)[nH]c2c1OC,Ki,22.0,nM
12940,CHEMBL1822936,CCCCOc1c(OC)ccc2cc(C(=O)NCCCF)c(=O)[nH]c12,Ki,58.0,nM
12946,CHEMBL1909855,Cc1c(C(=O)NCc2ccc(Cl)c(Cl)c2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1Cl,Ki,53.9,nM
12947,CHEMBL1909856,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1Cl,Ki,0.9,nM
12948,CHEMBL1909957,CCc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1c(C)ccc1C,Ki,1.7,nM
12953,CHEMBL2152815,CN(C)CCn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(Sc3ccccc3)cc21,Ki,1.3,nM
12954,CHEMBL2152827,CCCCCn1cc(C(=O)NOCc2ccccc2)c(=O)c2ccc(Sc3ccccc3)cc21,Ki,19.3,nM
12960,CHEMBL3914978,Cc1nc([C@H](CC2CC2)NC(=O)c2ccc(C3CC3)c(Cc3ccc(F)cc3)n2)no1,EC50,1.1,nM
12961,CHEMBL3934604,CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccc(C2CC2)c(S(=O)(=O)CC(C)C)n1,EC50,42.5,nM
12962,CHEMBL3924484,CC(C)(C)OC(=O)N(CC1CC1)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1,EC50,38.0,nM
12964,CHEMBL3929186,CC(C)(CCN1CCOCC1)NC(=O)c1ccc(N2CCCC2)c(OCC2CC2)n1,EC50,7.1,nM
12973,CHEMBL3354551,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)N2CCSCC2)no1,EC50,17.0,nM
12978,CHEMBL3416126,CC1(C)Oc2cc([C@]34CC5CC(C[C@@](CC#N)(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,EC50,83.1,nM
12979,CHEMBL1909860,CCc1c(C(=O)NC2CCCCC2)nn(-c2ccc(Cl)c(Cl)c2)c1-n1cccc1,Ki,0.51,nM
12980,CHEMBL593595,CC(O)C1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,Ki,5.1,nM
12981,CHEMBL595223,O=S(=O)(c1ccccn1)c1ccc(OC(F)(F)F)cc1S(=O)(=O)N1CCC2(CC1)CC2NS(=O)(=O)C(F)(F)F,Ki,0.9,nM
13020,CHEMBL5093228,C/C(N)=N\C(=N\S(=O)(=O)N1CCCCC1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,Ki,43.0,nM
13022,CHEMBL3974913,CC(C)CC(C)(NC(=O)c1cc(OCC(F)(F)F)c(C2CC2)cn1)C(N)=O,EC50,80.5,nM
13025,CHEMBL1828800,CCCCCn1cc(C(=O)c2cccc(-c3ccccc3)c2)c2ccccc21,Ki,63.1,nM
13027,CHEMBL3093369,O=C(CCc1nc(-c2ccc(F)cc2Br)no1)Nc1ccc2c(c1)c1ccccc1n2CCCCO,Ki,96.0,nM
13033,CHEMBL3924062,Cc1nc(C(C)(C)NC(=O)c2ccc(C3CCCC3)c(OCC3CC3)n2)no1,EC50,11.4,nM
13034,CHEMBL3895945,Cc1nc(C(C)(C)NC(=O)c2ccc(N3CC(F)(F)C3)c(OCC3CC3)n2)no1,EC50,62.7,nM
13036,CHEMBL3968015,CC(C)C[C@H](NC(=O)c1ccc(C2CCCO2)c(OCC2CC2)n1)C(N)=O,EC50,6.6,nM
13037,CHEMBL3956138,Cc1nc(C(C)(C)NC(=O)c2ccc(C3CCCO3)c(OCC3CC3)n2)no1,EC50,20.0,nM
13038,CHEMBL3946782,NC(=O)[C@H](CC1CC1)NC(=O)c1ccc(N(CC(F)(F)F)CC(F)(F)F)c(OCC2CC2)n1,EC50,54.4,nM
13039,CHEMBL3976098,Cc1nc([C@H](CC2CC2)NC(=O)c2ccc(C3CC3)c(OCC3CC3)n2)no1,EC50,14.5,nM
13065,CHEMBL429797,CCCCCCC(C)(C)c1cc(O)c2c(c1)oc(=O)c1ccc(O)cc12,Ki,0.82,nM
13087,CHEMBL374791,C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1,IC50,88.0,nM
13120,CHEMBL240100,CCCCCCC(C)(C)c1ccc(OCC/C=C\C/C=C\CCCC(=O)N[C@H](C)CO)cc1,Ki,78.22,nM
13165,CHEMBL3409151,CCCCn1cc(C(=O)NC2CCCC2)c(=O)c2cccc(OC)c21,Ki,19.7,nM
13187,CHEMBL2152803,CCCCCn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21,Ki,0.3,nM
13191,CHEMBL3930443,NC(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C1CC1,EC50,28.1,nM
13193,CHEMBL3923402,Cc1nc(C(C)(C)NC(=O)c2cccc(-c3cccc(Cl)c3)n2)no1,EC50,99.9,nM
13196,CHEMBL5084325,CC1(C)Oc2cc(C3(CCCCCCCC#N)CCCC3)cc(O)c2[C@@H]2C[C@H](CN=[N+]=[N-])CC[C@H]21,Ki,0.3,nM
13200,CHEMBL5091754,CC(C)(CCCCCCC#N)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@@H](CO)C[C@@H]21,EC50,0.38,nM
13210,CHEMBL2204892,CC1OCc2sc(NC(=O)CC(C)(C)C)c(C(=O)N3CC(F)(F)C3)c21,EC50,6.0,nM
13226,CHEMBL1641958,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(OC)cc1,Ki,91.1,nM
13230,CHEMBL1644677,CC1CN(Cc2cccc(-c3nc(-c4cccc(C(F)(F)F)c4)c[nH]3)c2)CCO1,EC50,25.0,nM
13242,CHEMBL3986120,COc1ccc(Nc2ccc(S(=O)(=O)NCC3CC3)c(C(F)(F)F)c2)c(OC)c1,Ki,62.0,nM
13246,CHEMBL3964915,O=S(=O)(NCC1CC1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,Ki,12.2,nM
13248,CHEMBL2441467,O=C(c1ccc2c(c1)c1ccccc1n2CC1CCOCC1)N1CCCCC1,Ki,20.0,nM
13252,CHEMBL2441255,CCCCCn1c2ccccc2c2cc(C(=O)N3CCOCC3)ccc21,Ki,84.5,nM
13255,CHEMBL259322,CC(=O)N(C)Cc1ccc(S(=O)(=O)c2ccc3c(c2)nc(C(C)(C)C)n3CC2CCOCC2)cc1,EC50,1.6,nM
13274,CHEMBL4649714,CCCCn1c(=O)c(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)c(O)c2nn(C)cc21,Ki,10.6,nM
13280,CHEMBL4647926,CCCCCCc1ccc(OC)cc1OCCCCCCCCCCC(=O)NCC1CC1,Ki,62.6,nM
13286,CHEMBL4451981,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2cccnc21,EC50,43.0,nM
13290,CHEMBL4218304,C#CCNC(=O)CCC/C=C\C/C=C\C/C=C\[C@@H](C)/C=C\CCCCC,Ki,11.2,nM
13292,CHEMBL3984538,Cc1ccc(Cn2nc(C(=O)NCC3CCC4CC3C4(C)C)c3c2-c2ccc(Cl)cc2CCC3)cc1,Ki,9.5,nM
13298,CHEMBL4530405,COc1ccc(-c2oc3ccccc3c2C(=O)c2ccc(N(C)Cc3ccc(F)cc3)cc2)cc1,IC50,10.0,nM
13309,CHEMBL3647303,CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(Cl)ccc1OCC1CCO1,Ki,9.0,nM
13325,CHEMBL254325,Cc1ccc(C(=O)N2CCC3CCCCC3C2)cc1S(=O)(=O)N1CCS(=O)(=O)CC1,EC50,2.0,nM
13326,CHEMBL399316,CCS(=O)(=O)n1c2c(c3cc(C(=O)N4CCC(F)CC4)ccc31)CN(C1CCCC1)C2,Ki,44.2,nM
13340,CHEMBL2387181,CCCCn1c2c(cc(C(N)=O)c1=O)CCCCCC2,Ki,40.0,nM
13341,CHEMBL2387179,COCCn1c2c(cc(C(=O)NCc3ccccc3)c1=O)CCCCCC2,Ki,8.0,nM
13344,CHEMBL2441445,CCCCCn1c2ccccc2c2cc(C(=S)N3CCCCC3)ccc21,Ki,49.6,nM
13353,CHEMBL2380420,CCCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(OC)c21,Ki,0.81,nM
13359,CHEMBL3686334,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@@H]2CCCCN2)s1,Ki,0.7,nM
13366,CHEMBL464679,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C)C[C@H]21,Ki,51.5,nM
13369,CHEMBL452912,CCCCCCCCC/C=C/C=C/C(=O)NCC(C)(C)O,IC50,2.0,nM
13371,CHEMBL3686284,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@H]2CCCCN2)s1,Ki,30.0,nM
13376,CHEMBL3354554,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)N2CCS(=O)(=O)CC2)on1,EC50,38.0,nM
13388,CHEMBL2436759,CC(C)CC(=O)NC1CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1,Ki,89.5,nM
13389,CHEMBL3354540,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C(=O)C2CCCCC2)no1,EC50,15.0,nM
13390,CHEMBL3354536,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(Cl)cc2)no1,EC50,6.1,nM
13405,CHEMBL3686293,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@@H]2CCCO2)s1,Ki,0.5,nM
13421,CHEMBL4089341,CCCCn1cc(C(=O)c2ccccc2OC)c2ccccc21,EC50,4.5,nM
13447,CHEMBL4581598,CCCCCn1c(=O)sc2cc(C(=O)C3CCCCC3)ccc21,Ki,49.5,nM
13451,CHEMBL3955761,Cc1nc([C@H](CC2CC2)NC(=O)c2cccc(-c3ccc(F)c(C(F)(F)F)c3)n2)no1,EC50,24.6,nM
13452,CHEMBL4114228,CC(C)C[C@@H](NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)c1cccnn1,EC50,14.9,nM
13456,CHEMBL3938149,CC(C)(CCO)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1,EC50,99.1,nM
13457,CHEMBL3914266,COC(=O)C(C)(C)NC(=O)c1cccc(-c2ccccc2Cl)n1,EC50,57.7,nM
13458,CHEMBL3956348,O=C(NN1CCCCC1)c1cccc(C2CCCCC2)n1,EC50,15.6,nM
13461,CHEMBL3354533,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCCN2C2CCCC2)no1,EC50,14.0,nM
13471,CHEMBL400931,Cc1c(C(C)C)s/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n1CC1CC1,IC50,29.0,nM
13473,CHEMBL257224,CC(C)(C)c1c/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n(CC2CC2)s1,IC50,9.5,nM
13477,CHEMBL4570371,CC(C)(C)[C@H](NC(=O)c1cn(CCCCCO)c2ncccc12)C(N)=O,EC50,50.0,nM
13487,CHEMBL4242964,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCCCF)cc1OC2(C)C,Ki,9.7,nM
13493,CHEMBL3696848,CCCn1ncc2c(=O)n(C3CC(C)(C)CC(C)(C)C3)ncc21,IC50,17.0,nM
13494,CHEMBL3686324,C/C(COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1)=N\O,Ki,1.8,nM
