ki,id,smiles
89.13,CHEMBL186674,CCCCCn1cc(C(=O)Cc2cccc(OC)c2)c2ccccc21
100.3,CHEMBL2348464,CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](CC#N)CC[C@H]21
2420.0,CHEMBL489623,CCCCCCCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1
570.0,CHEMBL489622,CC(C)CCOc1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1
160.0,CHEMBL491862,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCCO)c1
7.9,CHEMBL490648,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1
5000.0,CHEMBL488933,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCc2ccc(O)c(O)c2)c1
13.6,CHEMBL471367,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(C(N)=O)cc3)cc1OC2(C)C
1.68,CHEMBL471988,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccc(Cl)cc3)cc1OC2(C)C
0.67,CHEMBL471297,CCc1ccc(C(C)(C)c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)cc1
26.5,CHEMBL2380408,CCCCn1cc(-c2ccc3ccccc3c2)c2cccc(OC)c21
78.3,CHEMBL2380417,CCCCn1cc(C(=O)c2cccc3ccccc23)c2cccc(O)c21
79.0,CHEMBL1641952,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1-c1ccc(Cl)cc1
162.0,CHEMBL519863,COC(C)(C)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O
1780.0,CHEMBL482985,CC(C)CN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O
121.2,CHEMBL2348468,CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@@H](CO)CC[C@H]21
40.5,CHEMBL2348461,CC1(C)Oc2cc(C34CC5CC(CC(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21
25.12,CHEMBL245876,Cc1ccc(C(=O)Oc2cccc3cccnc23)cc1S(=O)(=O)N1CCCCC1
4.9,CHEMBL510072,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(Oc3ccccc3)cc1)n2CCC(C)C
588.0,CHEMBL471984,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2Cc2cc[n+]([O-])cc2)cc1
41.0,CHEMBL465,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
144.0,CHEMBL235947,CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Cl)ccc21
235.0,CHEMBL235947,CCCCCn1cc(C(=O)NC(C)C23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Cl)ccc21
3.6,CHEMBL234675,Cc1cc(C)cc(-c2ccc(C(C)(C)CCCCCO)cc2O)c1
10000.0,CHEMBL199824,Cn1c(=O)cnn(CCCCN2CCN(c3cccc4ccc(O[11CH3])cc34)CC2)c1=O
33.0,CHEMBL246310,CSC(=S)N1CC(C)(C)CS/C1=N\c1cccc(C(C)C)c1
5000.0,CHEMBL248343,CCNC(=O)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C
275.0,CHEMBL248342,CC(C)SC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C
446.0,CHEMBL237166,CCCCCn1cc(C(=O)c2ccccc2)c(=O)c2ccccc21
966.0,CHEMBL236548,O=C(c1cn(Cc2ccc(Br)cc2)c2ccccc2c1=O)c1cccc2ccccc12
338.0,CHEMBL237171,CCCCCn1c(-c2ccccc2)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2ccccc21
410.0,CHEMBL197825,CC(NS(C)(=O)=O)c1ccc(C(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccc(Cl)cc2)cc1
5000.0,CHEMBL383363,CCCCCn1cc(C(=O)N[C@@H](C)c2ccc3ccccc3c2)c(=O)c2ccccc21
15.0,CHEMBL3647329,C#CCCn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)(C)C
44.8,CHEMBL1215908,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccc(Cl)s3)ccc21
5.0,CHEMBL1215991,CCCCCn1cc(C(=O)N[C@H]2C(C)(C)[C@H]3CC[C@]2(C)C3)c(=O)c2cc(Br)ccc21
22.0,CHEMBL246516,CSC(=S)N1CC(C)(C)CS/C1=N\c1ccc(C(C)C)cc1
10000.0,CHEMBL4527367,CCN(CC)CCCn1c(Cc2ccc(OC)cc2)nc2cc(C(F)(F)F)ccc21
3562.0,CHEMBL558785,Cl.Cl.O=C(NN1CCCCC1)c1nc(-c2ccc(Cl)cc2Cl)n(-c2ccc(Cl)cc2)n1
10000.0,CHEMBL4535004,CC1(NC(=O)Nc2ccccc2F)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
70.0,CHEMBL417158,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1cccn1C
96.0,CHEMBL2441454,CCCCCCn1c2ccccc2c2cc(C(=O)N3CCCCC3)ccc21
95.0,CHEMBL3647310,CN1CCC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1CC1(O)CCC1
29.0,CHEMBL1641937,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)cc1C(C)(C)C
96.3,CHEMBL3323683,CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NCC(F)(F)F)c1
89.0,CHEMBL1223591,CCCCC1=NN(C(=O)NC(C)(C)c2ccc(F)cc2)CC1c1ccccc1F
278.0,CHEMBL2206845,CCCn1c(C)c(C(=O)c2cccc3cccc(Br)c23)c2ccccc21
20.0,CHEMBL2206837,CCCn1c(C)c(C(=O)c2ccc(I)c3ccccc23)c2ccccc21
24.7,CHEMBL4208217,CCCCC/C=C\C/C=C\C/C=C\[C@H](C)/C=C\CCCC(=O)NCCO
1000.0,CHEMBL2064064,CC1(C)Oc2cc(C(=O)c3cccnc3)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21
