,id,pose,rmsd_value
0,CHEMBL4463214,7,1.763512080237291
1,CHEMBL2062131,4,1.608425719856623
2,CHEMBL559612,1,0.9498406299070503
3,CHEMBL232411,1,1.526816172628519
4,CHEMBL5183968,1,5.166023114885319
5,CHEMBL325135,1,3.9611322766405412
6,CHEMBL394305,3,1.404906728813933
7,CHEMBL77520,1,1.1484788167800886
8,CHEMBL5186021,6,3.050485888157189
9,CHEMBL234845,1,1.2424159318948251
10,CHEMBL108868,1,2.627808303510741
11,CHEMBL234678,1,1.1035952403600944
12,CHEMBL4102975,1,0.9011049439438228
