,id,pose,rmsd_value
125,CHEMBL1088220,1,5.168069368729487
126,CHEMBL2030930,1,1.1357443259435829
127,CHEMBL575382,2,1.9230493525908272
128,CHEMBL177393,2,0.6805369938511794
129,CHEMBL480541,1,2.6414515422396074
130,CHEMBL2030926,1,0.8154426378674184
131,CHEMBL574270,1,9.405241995823394
132,CHEMBL175369,5,2.0013398547687284
133,CHEMBL4078689,2,2.4319116084735835
134,CHEMBL576140,1,0.7101864709563338
135,CHEMBL1909848,1,1.0402326662819237
136,CHEMBL447695,4,0.5692401953481501
137,CHEMBL4066563,1,4.883429539926687
138,CHEMBL492861,1,0.8212856384961323
139,CHEMBL2022404,1,1.0687371662082228
140,CHEMBL461429,1,1.080521692994758
141,CHEMBL460986,2,1.1451332645366596
142,CHEMBL4065097,5,2.0331431683128325
143,CHEMBL1088222,1,5.315023581007583
144,CHEMBL1088376,1,0.4939476186803616
145,CHEMBL4085407,3,1.5269871362541712
146,CHEMBL461427,1,0.8151972450806595
147,CHEMBL361384,2,3.6360529515762923
148,CHEMBL2030939,2,0.3494470165723329
149,CHEMBL493303,1,1.214549724078049
150,CHEMBL177990,3,0.7547722835398768
151,CHEMBL180144,7,3.6695522796839035
152,CHEMBL482153,4,2.7987258596547107
153,CHEMBL1631162,1,0.8751306457088698
154,CHEMBL578848,1,0.6007579587487792
155,CHEMBL494299,1,0.9527691640686115
156,CHEMBL36250,1,0.6223431242375175
157,CHEMBL4449666,7,9.299255955899554
158,CHEMBL261382,1,0.7980080716088913
159,CHEMBL2296780,1,2.320216035547747
160,CHEMBL521277,2,2.815112142526475
161,CHEMBL426585,2,1.70390664846014
162,CHEMBL175478,1,5.321883532484842
163,CHEMBL179473,2,3.6947034522407884
164,CHEMBL4562705,5,9.194569945617275
165,CHEMBL1088349,2,2.0425693949859656
166,CHEMBL1088244,1,1.1620373073631085
167,CHEMBL428693,1,0.40841821064028067
168,CHEMBL480539,2,2.6841819750158518
169,CHEMBL579247,1,0.6564486898097528
170,CHEMBL574052,1,1.06295210450452
171,CHEMBL4093165,1,4.869889350459031
172,CHEMBL493302,1,0.8206487009205465
173,CHEMBL493916,1,1.2065894082081112
174,CHEMBL361557,3,3.7227425732471304
175,CHEMBL362643,2,3.683060276454894
176,CHEMBL1909957,3,1.5919852386250315
177,CHEMBL2030935,1,1.1668673222890797
178,CHEMBL439657,3,1.3397273743191187
179,CHEMBL522824,1,1.2052898460134918
180,CHEMBL1631301,2,0.9779001653202298
181,CHEMBL2296774,5,12.40008178953255
182,CHEMBL174163,3,1.5556212355748518
183,CHEMBL271782,2,0.8662913855660129
184,CHEMBL1088245,1,0.466244188014331
185,CHEMBL271824,6,1.0950262553929928
